,Key,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,Url,Abstract Note,Date,Pages,Num Pages,Issue,Volume,Series,Publisher,Place,Language,Type,Archive,Library Catalog,Extra,Manual Tags,Number
2155,5HJSM4CD,journalArticle,1941,"Omodeo, C.","Una caratteristica ecologica del ""Mentana"" correlata con la produttività [An ecological characteristic of the ""Mentana"" wheat variety correlated with the productivity]",Meteorologia pratica,,,,,1941,145–149,,4,22,,,,Italian,,WB 00564,,,,
2156,L7IR4KNG,journalArticle,1941,"Omodeo, C.",Effetto dei fattori meteorologici sulla produzione dell'olivo nei colli perugini [Effect of meteorological factors on the yield of olive trees in the hilly region of Perugia],Meteorologia pratica,,,,,1941,3–15,,1,22,,,,Italian,,WB 00563,,,,
2157,BI238BHT,book,1949,"Obukhov, V. M.",1949 crop productivity and meteorological factors,,,,,,1949,,,,,,Gosplanizdat,,Russian,,WB 00561,,,,
2158,RH9TXBG9,report,1950,"Nuttonson, M. Y.",Ecological crop geography of Norway and its agroclimatic analogues in North America,,,,,,1950,31,,,,,American Institute of Crop Ecology,"Silver Spring, Maryland",English,,WB 00556,,,,
2159,DQ5UK32P,report,1950,"Nuttonson, M. Y.",Ecological crop geography of Finland and its agroclimatic analogues in North America,,,,,,1950,35,,,,,American Institute of Crop Ecology,"Silver Spring, Maryland",English,,WB 00555,,,,
2160,Y3HP72YC,report,1950,"Nuttonson, M. Y.",Agricultural climatology of Sweden and its agro-climatic analogues in North America,,,,,,1950,27,,,,,American Institute of Crop Ecology,"Silver Spring, Maryland",English,,WB 00554,,,,
2161,UKURK8T3,report,1950,"Nuttonson, M. Y.","Agricultural climatology of Siberia, natural belts, and agro-climatic analogues in North America",,,,,,1950,64,,,,,American Institute of Crop Ecology,"Silver Spring, Maryland",English,,WB 00553,,,,
2162,CPD3YZIX,report,1949,"Nuttonson, M. Y.",Ecological crop geography of Germany and its agroclimatic analogues in North America,,,,,,1949,36,,,,,American Institute of Crop Ecology,"Silver Spring, Maryland",English,,WB 00552,,,,
2163,WXBWWA6J,report,1949,"Nuttonson, M. Y.",Agricultural climatology of Japan and its agro-climatic analogues in North America,,,,,,1949,20,,,,,American Institute of Crop Ecology,"Silver Spring, Maryland",English,,WB 00551,,,,
2164,SDTA35UC,report,1947,"Nuttonson, M. Y.",International cooperation in crop improvement through the utilization of the concept of agroclimatic analogues,,,,,,1947,116–122,,,,,,,,Interagra Inst. Intern Collaboration Agr. Forestry (Prague),WB 00550,,,,1
2165,I3YCTZUS,report,1947,"Nuttonson, M. Y.","Ecological plant geography of Albania, its agricultural crops and some North American analogues",,,,,,1947,16,,,,,American Institute of Crop Ecology,"Silver Spring, Maryland",English,,WB 00549,,,,
2166,HZ4C5VTW,report,1947,"Nuttonson, M. Y.",Ecological crop geography of the Ukraine and its agroclimatic analogues in North America,,,,,,1947,24,,,,,American Institute of Crop Ecology,"Silver Spring, Maryland",English,,WB 00548,,,,
2167,NGNE6G2Z,report,1947,"Nuttonson, M. Y.",Ecological crop geography of Greece and its agroclimatic analogues in North America,,,,,,1947,17,,,,,American Institute of Crop Ecology,"Silver Spring, Maryland",English,,WB 00547,,,,
2168,XTBZ2HYF,report,1947,"Nuttonson, M. Y.",Ecological crop geography of China and its agroclimatic analogues in North America,,,,,,1947,28,,,,,American Institute of Crop Ecology,"Silver Spring, Maryland",English,,WB 00546,,,,
2169,KUGGCMQ9,journalArticle,1947,"Nuttonson, M. Y.",Agroclimatology and crop ecology of Palestine and Transjordan and climatic analogues in the United States,Geographical Review,,,,,1947,436–456,,3,37,,,,English,,WB 00544,,,,
2170,UIDXNKVR,journalArticle,1947,"Nuttonson, M. Y.",Agroclimatology and crop ecology of the Ukraine and climatic analogues in North America,Geographical Review,,,,,1947,216–232,,2,37,,,,English,,WB 00545,,,,
2171,LDN75LBI,report,1947,"Nuttonson, M. Y.",Agricultural climatology of Yugoslavia and its agro-climatic analogues in North America,,,,,,1947,11,,,,,American Institute of Crop Ecology,"Silver Spring, Maryland",English,,WB 00543,,,,
2172,6DQGF4SN,report,1947,"Nuttonson, M. Y.",Agricultural climatology of Poland and its agro-climatic analogues in North America,,,,,,1947,12,,,,,American Institute of Crop Ecology,"Silver Spring, Maryland",English,,WB 00542,,,,
2173,J2ELSLDD,report,1947,"Nuttonson, M. Y.",Agricultural climatology of Czechoslovakia and its agro-climatic analogues in North America,,,,,,1947,12,,,,,American Institute of Crop Ecology,"Silver Spring, Maryland",English,,WB 00541,,,,
2174,J9XUA345,report,1946,"Nuttonson, M. Y.","The agricultural climatology, vegetative cover, and crop ecology of the Ukraine and the Ukrainian climatic analogues in North America",,,,,,1946,23,,,,,U.S. Office of Foreign Agricultural Relations,"Washington, D. C.",English,,WB 00540,,,,
2175,GWFLRGQM,journalArticle,1947,"Niklewski, M.",Wpiyw róznych czynników na wysokość plonów w naszym kraju [Influence of various factors on the crop yield in Poland],Przeglad Rolniczy [Agricultural Review],,,,,1947,65–68,,5-6,2,,,,Polish,,WB 00537,,,,
2176,VILV59HW,report,1948,"Molga, M.",Warunki meteorologiczne w okresie wegetacyjnym 1947 [Meteorological conditions during the period of vegetation in 1947],,,,,,1948,20,,,,,,,,Prace Państwowy Inst. Hydrol. i Meteorol.,WB 00529,,,,
2177,4D3EVK45,journalArticle,1948,"Molga, M.",Meteorological influences on the vegetation in Poland in the year 1947,Prace Państwowy Inst. Hydrol. i Meteorol.,,,,,1948,1–20,,,4,,,,Polish,,WB 00528,,,,
2178,P5E2E4BD,journalArticle,1910,"Mellish, H.",Some relations of meteorology with agriculture,Quarterly Journal of the Royal Meteorological Society,,,,,1910,77–92,,,36,,,,English,,WB 00525,,,,
2179,M8YYXIZD,report,1937,"Marvin, C. F.","Vapor pressure, relative humidity and temperature of dewpoint",,,,,,1937,,,,,,U.S. Department of Agriculture,,English,Weather Bureau Publications,WB 00524,,,,235
2180,LBRAS5XI,report,1916,"McClatchie, A. J.; Coit, E. J.; et al.",Relation of weather to crops and varieties adapted to Arizona conditions,,,,,,1916,45–118,,,,,,,English,Bulletin of the Arizona Agricultural Experiment Station,WB 00520,,,,78
2181,SMLEJ4MN,book,1931,"Machali, P.",Prévision du rendement du blé d'apres les éléments météorologiques [Survey of the wheat yields in connection with meteorological factors],,,,,,1931,,95,,,,,Paris,French,,WB 00518,,,,
2182,3JX9THMH,journalArticle,1932,"Lysenko, T. D.","Kvoprosu iarovizatsii kukuruzy, prosa, sudanki, sorgo i sol [On iarovization of maize, millet, sudan grass, sorghum and soybean]",Biull. Iaroviz.,,,,,1932,46–64,,,2-3,,,,Russian,,WB 00517,,,,
2183,KN8ZZC33,journalArticle,1947,"Lee, J.",Introduction to bioclimatology,Meteorological Magazine (Nanking),,,,,1947,34–46,,1-4,19,,,,Chinese,,WB 00515,,,,
2184,N9KWFWRV,book,1914,"Krassitchkov, A.","Influence of the meteorological factors on the development and yields of apple-tree, on the basis of the data collected by the Meteorological-Agricultural Station annexed to the School of Pomology of Pensa",,,,,,1914,,,,,Works of Agricultural Meteorology,,St. Petersburg,Russian,,WB 00513,,,,
2185,NGGIE9KV,report,1940,"Knoche, W.; Borzacov, V.",Estudio comparativo de climas apropiados para el cultivo de la caña de azúcar según una nueva clasificación climática [A comparative study of climates suitable for the cultivation of sugar cane according to a new climatic classification],,,,,,1940,19,,,,,Universidad Nacional,,Spanish,"Boletin de la Estacion Experimental Agricola (Tucumán, Argentina)",WB 00511,,,,30
2186,AVD32XYX,journalArticle,1938,"Knoche, W.","Klimatographische Witterungsschilderung Nr. 112: Argentinien. Bioklimatische Eindrücke während des Sommers in Buenos Aires. Beobachtungszeit: Januar. 1938. [Climatographical weather sketch No. 112, Argentina. Bioclimatic impressions during a summer in Buenos Aires. Period of observation: Jan. 1938.]",Annalen der Hydrographie und maritimen Meteorologie,,,,,1938,316–318,,6,66,,,,German,,WB 00510,,,,
2187,88IWHBX9,book,1933,"Knoche, W.",La geografía de Chile y la agricultura [The geography of Chile and agriculture],,,,,,1933,,39,,,,Editorial Nascimento,Santiago,Spanish,,WB 00509,,,,
2188,3Y4WWWMK,journalArticle,1949,"Knoch, K.",Die Bioklimatologie auf dem 2. Deutschen Bädertag in Bad Kissingen [Bioclimatology at the 2nd German Balneology Conference at Bad Kissingen],Meteorologische Rundschau,,,,,1949,295–300,,9–10,2,,,,German,,WB 00508,,,,
2189,MBBHPBJZ,journalArticle,1922,"Kincer, J. B.",The Relation of Climate to the Geographic Distribution of Crops in the United States,Ecology,00129658,10.2307/1929146,http://doi.wiley.com/10.2307/1929146,,1922,127-133,,2,3,,,,English,,WB 00506,Crossref,,,
2190,HNGFN72U,journalArticle,1950,"Karapiperes, P. P.",Taxinomesis tō cheimōnōn en Athenais tes periodou 1859–1949 [Classification of winters in Athens in the period 1859–1949],Prakt. Akad. Athenōn,,,,,1950,42–47,,,25,,,,Greek,,WB 00505,,,,
2191,X38FBUFA,journalArticle,1938,"Jones, B.",Desiccation and the West African Colonies,The Geographical Journal,00167398,10.2307/1787502,https://www.jstor.org/stable/1787502?origin=crossref,,1938,401–423,,5,91,,,,English,,WB 00503,Crossref,,,
2192,TEHDE4HK,book,1942,"Humlum, J.",Zur Geographie des Maisbaues [The geography of corn growing],,,,,,1942,,317,,,,E. Harck,Copenhagen,German,,WB 00502,,,,
2193,9HH58367,journalArticle,1917,"Harris, J. A.",Physical chemistry in the service of phytogeography,Science,"0036-8075, 1095-9203",10.1126/science.46.1176.25,http://www.sciencemag.org/cgi/doi/10.1126/science.46.1176.25,,1917,25-30,,1176,46,,,,English,,WB 00496,Crossref,,,
2194,JR7ZD5F5,journalArticle,1923,"Hardenburg, E. V.",Ecological factors affecting tuber-set in potatoes,Proceedings of the Potato Association of America,,,,,1923,165–172,,,10,,,,English,,WB 00495,,,,
2195,7PG4F2ZV,journalArticle,1949,"Grillot, G.","Le milieu Marocain, aperçu géographique et agricole [The Moroccan environment, a geographical and agricultural sketch]",Les Cahiers de la Recherche agronomique du Maroc,,,,,1949,15–40,,,2,,,,French,,WB 00492,,,,
2196,TEWNI5H8,thesis,1940,"Glassberg, P. E.",Ecological investigation of some arboretum soils,,,,,,1940,,22,,,,University of Wisconsin,Madison,English,,WB 00491,,,,
2197,SJBA4KKB,journalArticle,1937,"Geslin, H.",Bioclimatologie et recherches agronomiques [Bioclimatology and agricultural research],Annales agronomiques,,,,,1937,728–773,,,7,Nouvelles séries,,,French,,WB 00490,,,,
2198,9ZY2ZW3M,journalArticle,1944,"Gardner, C. A.",The vegetation of Western Australia with special reference to the climate and soils,Journal of the Royal Society of Western Australia,,,,,1944,11–87,,,28,,,,English,,WB 00486,,,,
2199,EKCGVNKN,journalArticle,1921,"Gail, F. W.",Factors Controlling the Distribution of Douglas Fir in Semi-Arid Regions of the Northwest,Ecology,00129658,10.2307/1928982,http://doi.wiley.com/10.2307/1928982,,1921,281-291,,4,2,,,,English,,WB 00484,Crossref,,,
2200,JJA55EXW,journalArticle,1941,"Formica, F.",La viticulture in rapporto all'andamento meteorologico nel quarantennio 1900–1939 in provincia di Bari [Grape production and meteorological factors in the province of Bari],Meteorologia pratica,,,,,1941,201–204,,5-6,22,,,,Italian,,WB 00483,,,,
2201,V5A88J36,journalArticle,1941,"Formica, F.",Effetti dei fattori meteorologici sulla produzione dell'olivo nella provincia di Bari [The meteorological factors and the yield of olives in the province of Bari],Meteorologia pratica,,,,,1941,185–189,,5-6,22,,,,Italian,,WB 00482,,,,
2202,ZDGMSZVH,journalArticle,1936,"Flory, E. L.",Comparison of the Environment and Some Physiological Responses of Prairie Vegetation and Cultivated Maize,Ecology,00129658,10.2307/1932954,http://doi.wiley.com/10.2307/1932954,,1936,67-103,,1,17,,,,English,,WB 00481,Crossref,,,
2203,JQKWFA24,journalArticle,1923,"Eredia, F.",The periodicity of meteorological factors in relation to agriculture,International review of the science and practice of agriculture,,,,,1923,545–560,,3,1,New Series,,,English,,WB 00477,,,,
2204,8ETFSVZL,journalArticle,1933,"Dufrénoy, J.",Ecologie du Tabac [Ecology of tobacco],Revue de botanique appliquée et d’agriculture tropicale,,,,,1933,114–123,,,13,,,,French,,WB 00476,,,,
2205,64FEI45L,report,1941,"Dimitri, M. J.",Razones climáticas de la distribución geográfica del mandarino en la República Argentina [Climatic reasons for the geographic distribution of tangerines in the Argentine Republic],,,,,,1941,8,,,,,Dirección de Propaganda y Publicaciones,,Spanish,Publicación Miscelánea,WB 00474,,,,109
2206,CHE4VEMI,report,1937,"De Fina, A. L.",Consecuencias ecológicas de nuestro régimen térmico [Ecological consequences of our thermic regime],,,,,,1937,5,,,,,"Ministerio de Agricultura, Dirección de Propaganda y Publicaciones",,Spanish,Publicación Miscelánea,WB 00462,,,,21
2207,9ILLBSYY,journalArticle,1943,"Demolon, A.; Geslin, H.; Poli, C.",Observations écologiques sur une vigne cloisonnee [Ecological observations of a divided vineyard],Comptes rendus hebdomadaires des séances de l'Académie d'agriculture de France,,,,,1943,455–459,,,29,,,,French,,WB 00473,,,,
2208,AIMM7J5B,journalArticle,1934,"de Gasperi, L.",La valutazione dei fattori meteorologici in rapporto alla viticoltura [The evaluation of meteorological factors with regard to grape culture],Meteorologia pratica,,,,,1934,265–277,,6,15,,,,Italian,,WB 00471,,,,
2209,97RARWHV,journalArticle,1933,"de Gasperi, L.",Effect of meteorological factors on the quantity and quality of the product of sugar-beet,Annali di tecnica agraria,,,,,1933,,,4,6,,,,Italian,,WB 00468,,,,
2210,AVW8C82A,journalArticle,1936,"Darkis, F. A.; Dixon, L. F.; Wolf, F. A.; Gross, P. M.",Flue-cured tobacco: correlation between chemical composition and stalk position of tobaccos produced under varying weather conditions,Industrial and Engineering Chemistry,,10.1021/ie50322a023,https://pubs.acs.org/doi/abs/10.1021/ie50322a023,,1936,1214–1223,,10,28,,,,English,,WB 00459,,,Checked,
2211,39EQUQMD,journalArticle,1949,"Dammann, W.",Klimatologie der Nordseeküste unter dem Gesichtspunkt der Berücksichtigung verschiedener Witterungsabschnitte [Climatology of North Sea Coast from the viewpoint of various spells of weather],Medizin-Meteorologische Hefte,,,,,1949,13–18,,,1,,,,German,,WB 00458,,,,
2212,TBYIE5N2,journalArticle,1927,"Coster, C.",Die täglichen Schwankungen des Längenzuwachses in den Tropen [The daily fluctuations of vertical plant growth in the tropics],Recueil des travaux botaniques néerlandais,,,,,1927,257–306,,,24,,,,German,,WB 00456,,,,
2213,CIEB7NAU,bookSection,1949,"Costello, D. P.",Growth and development,Survey of biological progress,,,,,1949,115–153,,,1,,,,English,,WB 00455,,,,
2214,A7P3SN8G,journalArticle,1949,"Vahl, M.; Humlum, J.",Vahl's climatic zones and biochores,Acta Jutlandica,,,,"A description and a calculation of their areas, together with an analysis of their population and of their grain production",1949,1-79,,,21,,,,,,WB 00614,,,,
2215,D6Y8H9A6,journalArticle,1941,"Vigiani, D.",Influenza di alcuni fattori meteorologici sulla produzione del castagno [The effect of meteorological factors on the production of chestnut],"Atti R. Accad. georogof., geograf.",,,,,1941,91–98,,,7,Seria 6,,,Italian,,WB 00617,,,,
2216,LLTLGMMR,journalArticle,1911,"Alter, J. C.",Value of mountains to climatic safety for the fruit grower,Monthly Weather Review,"0027-0644, 1520-0493",10.1175/1520-0493(1911)39<1248:VOMTCS>2.0.CO;2,http://journals.ametsoc.org/doi/abs/10.1175/1520-0493%281911%2939%3C1248%3AVOMTCS%3E2.0.CO%3B2,,1911,1248-1249,,8,39,,,,English,,WB 00636,Crossref,,,
2217,FR9PGGYG,journalArticle,1927,"Alexander, W. H.",Ohio weather and the sugar beet,Bulletin of the American Meteorological Society,,,,,1927,50,,3,8,,,,English,,WB 00635,,,,
2218,RW7JHNT4,journalArticle,1945,"Albertson, F. W.; Weaver, J. E.",Injury and Death or Recovery of Trees in Prairie Climate,Ecological Monographs,00129615,10.2307/1948428,http://doi.wiley.com/10.2307/1948428,,1945,393-433,,4,15,,,,English,,WB 00634,Crossref,,,
2219,G9ZV8ZF5,journalArticle,1949,"Aichele, H.",Witterung und Weinertrag,Wetter und Klima [Weather and climate],,,,,1949,167–173,,5/6,2,,,,German,,WB 00632,,,,
2220,HI3TXR95,journalArticle,1948,"Ahlmann, H. W.",The Present Climatic Fluctuation,The Geographical Journal,00167398,10.2307/1789696,https://www.jstor.org/stable/1789696?origin=crossref,,1948,165,,4/6,112,,,,English,,WB 00630,Crossref,,,
2221,YT3VJX4E,journalArticle,1947,"Agostinho, J.",Clima e vegetação [Climate and vegetation],Acoreana,,,,,1947,149–181,,2,4,,,,Portuguese,,WB 00629,,,,
2222,I6FPXWV6,journalArticle,1924,"Agee, H. P.",Essential factors of sugar production – sugar cane growth values [Issue 7],Louisiana Planter,,,,,1924,132–136,,7,72,,,,English,,WB 00628,,,,
2223,AVGXKWSM,journalArticle,1924,"Agee, H. P.",Essential factors of sugar production – sugar cane growth values [Issue 8],Louisiana Planter,,,,,1924,152,,8,72,,,,English,,WB 00628,,,,
2224,2YD34DNF,journalArticle,1916,"Adams, J.",The quantitative study of climatic factors in relation to plant life,Transactions of the Royal Society of Canada,,,,,1916,105–123,,4,10,Series 3,,,English,,WB 00627,,,,
2225,BUWMQZWS,journalArticle,1921,"Youngman, W.",The influence of atmospheric conditions upon the germination of Indian barley,Memoirs of the Department of Agriculture in India,,,,,1921,145–151,,6,11,Botanical Series,,,English,,WB 00625,,,,
2226,VRNDLE2S,journalArticle,1914,"Young, W. J.",A study of variation in the apple,American Naturalist,,,,,1914,595–634,,574,48,,,,English,,WB 00624,,,,
2227,AINITY6Z,book,1928,"Wittschell, L.",Klima und Landschaft in Tripolitanien [Climate and landscape in Tripolitania],,,,,,1928,,50,,,Veröffentlichungen des Geographischen Instituts der Albertus-Universität zu Königsberg,,,German,,WB 00623,,,,
2228,4D5FPK25,book,1930,"Willcox, O. W.","Principles of agrobiology. Or, the laws of plant growth in relations to crop production",,,,,,1930,,96,,,,Palmer Publishing Co.,Boston,English,,WB 00621,,,,
2229,IRXVLSA6,journalArticle,1939,"Whyte, R. O.",Phasic development of plants,Biological reviews of the Cambridge Philosophical Society,,,,,1939,51–87,,1,14,,,,English,,WB 00620,,,,
2230,MWXQPGMK,journalArticle,1941,"Vollono, A.",Influenza dei fattori meteorologici sul rendimento dell' olivo in provincia di Napoli [Influence of the meteorological factors on the yield of the olive in the province of Napoles],Oltivicoltore,,,,,1941,277–284,,9,18,,,,Italian,,WB 00618,,,,
2231,PH9RVQ2R,journalArticle,1928,"Viggiani, G.","Determinazione sperimentale delle costanti ecologiche della patata. 2° Contributo [Experimental determination of the ecological constants for the potato, 2nd contribution]",Annali del Regio Instituto Superiore Agrario di Portici,,,,,1928,15–40,,,3,Seria 3,,,Italian,,WB 00616,,,,
2232,3VXR3YL2,journalArticle,1927,"Viggiani, D. G.",Determinazione sperimentale delle costanti ecologiche della patata [Experimental determination of the ecological constants of the potato],Bollettino della Società dei naturalisti in Napoli,,,,,1927,171–194,,41,19,Seria 2,,,Italian,,WB 00615,,,,
2233,R63KWK8N,report,1942,U.S. Weather Bureau,Climate and weather of the west coast of Africa and the eastern Atlantic Islands with appendix on bioclimatology of coastal regions of the southern North Atlantic and the South Atlantic,,,,,,1942,40,,,,,,,English,U.S. Weather Service Publications,WB 00610,,,,2 (3)
